species,acid,cost_type,cost,usage
kluyveri,leu,amm-abs,1.0,0.0972370363964241
kluyveri,trp,akashi,74.3,0.0109096383419656
kluyveri,trp,sul-rel,0.0,0.0109096383419656
kluyveri,trp,weight,204.2,0.0109096383419656
kluyveri,trp,glu-abs,2.392936667,0.0109096383419656
kluyveri,trp,sul-abs,0.0,0.0109096383419656
kluyveri,trp,amm-rel,0.0568,0.0109096383419656
kluyveri,trp,glu-rel,0.067959333,0.0109096383419656
kluyveri,trp,amm-abs,2.0,0.0109096383419656
kluyveri,met,akashi,34.3,0.0200159512621676
kluyveri,met,sul-rel,0.0507,0.0200159512621676
kluyveri,met,weight,149.2,0.0200159512621676
kluyveri,met,glu-abs,1.25002,0.0200159512621676
kluyveri,met,sul-abs,1.0,0.0200159512621676
kluyveri,met,amm-rel,0.050702667,0.0200159512621676
kluyveri,met,glu-rel,0.063376,0.0200159512621676
kluyveri,met,amm-abs,1.0,0.0200159512621676
kluyveri,asn,akashi,14.7,0.0519785330604322
kluyveri,asn,sul-rel,0.0,0.0519785330604322
kluyveri,asn,weight,132.1,0.0519785330604322
kluyveri,asn,glu-abs,0.785703333,0.0519785330604322
kluyveri,asn,sul-abs,0.0,0.0519785330604322
kluyveri,asn,amm-rel,0.203331333,0.0519785330604322
kluyveri,asn,glu-rel,0.079906333,0.0519785330604322
kluyveri,asn,amm-abs,2.0,0.0519785330604322
kluyveri,cys,akashi,24.7,0.01316379511917
kluyveri,cys,sul-rel,0.006599967,0.01316379511917
kluyveri,cys,weight,121.2,0.01316379511917
kluyveri,cys,glu-abs,0.749223333,0.01316379511917
kluyveri,cys,sul-abs,1.0,0.01316379511917
kluyveri,cys,amm-rel,0.0066015,0.01316379511917
kluyveri,cys,glu-rel,0.004944867,0.01316379511917
kluyveri,cys,amm-abs,1.0,0.01316379511917
kluyveri,tyr,akashi,50.0,0.0339773094897198
kluyveri,tyr,sul-rel,0.0,0.0339773094897198
kluyveri,tyr,weight,181.2,0.0339773094897198
kluyveri,tyr,glu-abs,1.773826667,0.0339773094897198
kluyveri,tyr,sul-abs,0.0,0.0339773094897198
kluyveri,tyr,amm-rel,0.102003333,0.0339773094897198
kluyveri,tyr,glu-rel,0.180930333,0.0339773094897198
kluyveri,tyr,amm-abs,1.0,0.0339773094897198
kluyveri,asp,akashi,12.7,0.0578305322532599
kluyveri,asp,sul-rel,0.0,0.0578305322532599
kluyveri,asp,weight,133.1,0.0578305322532599
kluyveri,asp,glu-abs,0.614283333,0.0578305322532599
kluyveri,asp,sul-abs,0.0,0.0578305322532599
kluyveri,asp,amm-rel,0.297499,0.0578305322532599
kluyveri,asp,glu-rel,0.182749,0.0578305322532599
kluyveri,asp,amm-abs,1.0,0.0578305322532599
kluyveri,pro,akashi,20.3,0.0444393195409368
kluyveri,pro,sul-rel,0.0,0.0444393195409368
kluyveri,pro,weight,115.1,0.0444393195409368
kluyveri,pro,glu-abs,0.994126667,0.0444393195409368
kluyveri,pro,sul-abs,0.0,0.0444393195409368
kluyveri,pro,amm-rel,0.164700333,0.0444393195409368
kluyveri,pro,glu-rel,0.163732667,0.0444393195409368
kluyveri,pro,amm-abs,1.0,0.0444393195409368
kluyveri,glu,akashi,15.3,0.0677199944907287
kluyveri,glu,sul-rel,0.0,0.0677199944907287
kluyveri,glu,weight,147.1,0.0677199944907287
kluyveri,glu,glu-abs,0.864303333,0.0677199944907287
kluyveri,glu,sul-abs,0.0,0.0677199944907287
kluyveri,glu,amm-rel,0.3018,0.0677199944907287
kluyveri,glu,glu-rel,0.260846667,0.0677199944907287
kluyveri,glu,amm-abs,1.0,0.0677199944907287
kluyveri,phe,akashi,52.0,0.044356039858937
kluyveri,phe,sul-rel,0.0,0.044356039858937
kluyveri,phe,weight,165.2,0.044356039858937
kluyveri,phe,glu-abs,1.838066667,0.044356039858937
kluyveri,phe,sul-abs,0.0,0.044356039858937
kluyveri,phe,amm-rel,0.133903333,0.044356039858937
kluyveri,phe,glu-rel,0.246117333,0.044356039858937
kluyveri,phe,amm-abs,1.0,0.044356039858937
kluyveri,gln,akashi,16.3,0.0431020400319025
kluyveri,gln,sul-rel,0.0,0.0431020400319025
kluyveri,gln,weight,146.2,0.0431020400319025
kluyveri,gln,glu-abs,0.921453333,0.0431020400319025
kluyveri,gln,sul-abs,0.0,0.0431020400319025
kluyveri,gln,amm-rel,0.210799333,0.0431020400319025
kluyveri,gln,glu-rel,0.097121333,0.0431020400319025
kluyveri,gln,amm-abs,2.0,0.0431020400319025
kluyveri,arg,akashi,27.3,0.0454290665308567
kluyveri,arg,sul-rel,0.0,0.0454290665308567
kluyveri,arg,weight,174.2,0.0454290665308567
kluyveri,arg,glu-abs,1.392533333,0.0454290665308567
kluyveri,arg,sul-abs,0.0,0.0454290665308567
kluyveri,arg,amm-rel,0.6428,0.0454290665308567
kluyveri,arg,glu-rel,0.223780333,0.0454290665308567
kluyveri,arg,amm-abs,4.0,0.0454290665308567
kluyveri,gly,akashi,11.7,0.0544641112616552
kluyveri,gly,sul-rel,0.0,0.0544641112616552
kluyveri,gly,weight,75.1,0.0544641112616552
kluyveri,gly,glu-abs,0.307143667,0.0544641112616552
kluyveri,gly,sul-abs,0.0,0.0544641112616552
kluyveri,gly,amm-rel,0.2904,0.0544641112616552
kluyveri,gly,glu-rel,0.089194333,0.0544641112616552
kluyveri,gly,amm-abs,1.0,0.0544641112616552
kluyveri,his,akashi,38.3,0.0221227670635264
kluyveri,his,sul-rel,0.0,0.0221227670635264
kluyveri,his,weight,155.2,0.0221227670635264
kluyveri,his,glu-abs,1.46183,0.0221227670635264
kluyveri,his,sul-abs,0.0,0.0221227670635264
kluyveri,his,amm-rel,0.198888667,0.0221227670635264
kluyveri,his,glu-rel,0.096919333,0.0221227670635264
kluyveri,his,amm-abs,3.0,0.0221227670635264
kluyveri,ser,akashi,11.7,0.0857612563700949
kluyveri,ser,sul-rel,0.0,0.0857612563700949
kluyveri,ser,weight,105.1,0.0857612563700949
kluyveri,ser,glu-abs,0.492863333,0.0857612563700949
kluyveri,ser,sul-abs,0.0,0.0857612563700949
kluyveri,ser,amm-rel,0.185400667,0.0857612563700949
kluyveri,ser,glu-rel,0.091376667,0.0857612563700949
kluyveri,ser,amm-abs,1.0,0.0857612563700949
kluyveri,thr,akashi,18.7,0.058110800413836
kluyveri,thr,sul-rel,0.0,0.058110800413836
kluyveri,thr,weight,119.1,0.058110800413836
kluyveri,thr,glu-abs,0.685786667,0.058110800413836
kluyveri,thr,sul-abs,0.0,0.058110800413836
kluyveri,thr,amm-rel,0.191402,0.058110800413836
kluyveri,thr,glu-rel,0.13126,0.058110800413836
kluyveri,thr,amm-abs,1.0,0.058110800413836
kluyveri,ile,akashi,32.3,0.0588715282782566
kluyveri,ile,sul-rel,0.0,0.0588715282782566
kluyveri,ile,weight,131.2,0.0588715282782566
kluyveri,ile,glu-abs,1.207136667,0.0588715282782566
kluyveri,ile,sul-abs,0.0,0.0588715282782566
kluyveri,ile,amm-rel,0.192701667,0.0588715282782566
kluyveri,ile,glu-rel,0.232615,0.0588715282782566
kluyveri,ile,amm-abs,1.0,0.0588715282782566
kudriavzevii,lys,akashi,30.3,0.0727352333254864
kudriavzevii,lys,sul-rel,0.0,0.0727352333254864
kudriavzevii,lys,weight,146.2,0.0727352333254864
kudriavzevii,lys,glu-abs,1.314213333,0.0727352333254864
kudriavzevii,lys,sul-abs,0.0,0.0727352333254864
kudriavzevii,lys,amm-rel,0.5724,0.0727352333254864
kudriavzevii,lys,glu-rel,0.376126667,0.0727352333254864
kudriavzevii,lys,amm-abs,2.0,0.0727352333254864
kudriavzevii,val,akashi,23.3,0.0565380028611119
kudriavzevii,val,sul-rel,0.0,0.0565380028611119
kudriavzevii,val,weight,117.2,0.0565380028611119
kudriavzevii,val,glu-abs,0.957186667,0.0565380028611119
kudriavzevii,val,sul-abs,0.0,0.0565380028611119
kudriavzevii,val,amm-rel,0.264669333,0.0565380028611119
kudriavzevii,val,glu-rel,0.253271667,0.0565380028611119
kudriavzevii,val,amm-abs,1.0,0.0565380028611119
kudriavzevii,leu,akashi,27.3,0.0951791816599105
kudriavzevii,leu,sul-rel,0.0,0.0951791816599105
kudriavzevii,leu,weight,131.2,0.0951791816599105
kudriavzevii,leu,glu-abs,1.207193333,0.0951791816599105
kudriavzevii,leu,sul-abs,0.0,0.0951791816599105
kudriavzevii,leu,amm-rel,0.296398667,0.0951791816599105
kudriavzevii,leu,glu-rel,0.357813333,0.0951791816599105
kudriavzevii,leu,amm-abs,1.0,0.0951791816599105
kudriavzevii,ala,akashi,11.7,0.0566233705760769
kudriavzevii,ala,sul-rel,0.0,0.0566233705760769
kudriavzevii,ala,weight,89.1,0.0566233705760769
kudriavzevii,ala,glu-abs,0.5,0.0566233705760769
kudriavzevii,ala,sul-abs,0.0,0.0566233705760769
kudriavzevii,ala,amm-rel,0.4588,0.0566233705760769
kudriavzevii,ala,glu-rel,0.229400333,0.0566233705760769
kudriavzevii,ala,amm-abs,1.0,0.0566233705760769
kudriavzevii,trp,akashi,74.3,0.0104077472494781
kudriavzevii,trp,sul-rel,0.0,0.0104077472494781
kudriavzevii,trp,weight,204.2,0.0104077472494781
kudriavzevii,trp,glu-abs,2.392936667,0.0104077472494781
kudriavzevii,trp,sul-abs,0.0,0.0104077472494781
kudriavzevii,trp,amm-rel,0.0568,0.0104077472494781
kudriavzevii,trp,glu-rel,0.067959333,0.0104077472494781
kudriavzevii,trp,amm-abs,2.0,0.0104077472494781
kudriavzevii,met,akashi,34.3,0.0208109674231626
kudriavzevii,met,sul-rel,0.0507,0.0208109674231626
kudriavzevii,met,weight,149.2,0.0208109674231626
kudriavzevii,met,glu-abs,1.25002,0.0208109674231626
kudriavzevii,met,sul-abs,1.0,0.0208109674231626
kudriavzevii,met,amm-rel,0.050702667,0.0208109674231626
kudriavzevii,met,glu-rel,0.063376,0.0208109674231626
kudriavzevii,met,amm-abs,1.0,0.0208109674231626
kudriavzevii,asn,akashi,14.7,0.0596545711824463
kudriavzevii,asn,sul-rel,0.0,0.0596545711824463
kudriavzevii,asn,weight,132.1,0.0596545711824463
kudriavzevii,asn,glu-abs,0.785703333,0.0596545711824463
kudriavzevii,asn,sul-abs,0.0,0.0596545711824463
kudriavzevii,asn,amm-rel,0.203331333,0.0596545711824463
kudriavzevii,asn,glu-rel,0.079906333,0.0596545711824463
kudriavzevii,asn,amm-abs,2.0,0.0596545711824463
kudriavzevii,cys,akashi,24.7,0.013085835943947
kudriavzevii,cys,sul-rel,0.006599967,0.013085835943947
kudriavzevii,cys,weight,121.2,0.013085835943947
kudriavzevii,cys,glu-abs,0.749223333,0.013085835943947
kudriavzevii,cys,sul-abs,1.0,0.013085835943947
kudriavzevii,cys,amm-rel,0.0066015,0.013085835943947
kudriavzevii,cys,glu-rel,0.004944867,0.013085835943947
kudriavzevii,cys,amm-abs,1.0,0.013085835943947
kudriavzevii,tyr,akashi,50.0,0.033376189650846
kudriavzevii,tyr,sul-rel,0.0,0.033376189650846
kudriavzevii,tyr,weight,181.2,0.033376189650846
kudriavzevii,tyr,glu-abs,1.773826667,0.033376189650846
kudriavzevii,tyr,sul-abs,0.0,0.033376189650846
kudriavzevii,tyr,amm-rel,0.102003333,0.033376189650846
kudriavzevii,tyr,glu-rel,0.180930333,0.033376189650846
kudriavzevii,tyr,amm-abs,1.0,0.033376189650846
kudriavzevii,asp,akashi,12.7,0.0591404247173165
kudriavzevii,asp,sul-rel,0.0,0.0591404247173165
kudriavzevii,asp,weight,133.1,0.0591404247173165
kudriavzevii,asp,glu-abs,0.614283333,0.0591404247173165
kudriavzevii,asp,sul-abs,0.0,0.0591404247173165
kudriavzevii,asp,amm-rel,0.297499,0.0591404247173165
kudriavzevii,asp,glu-rel,0.182749,0.0591404247173165
kudriavzevii,asp,amm-abs,1.0,0.0591404247173165
kudriavzevii,glu,akashi,15.3,0.0654977325817525
kudriavzevii,glu,sul-rel,0.0,0.0654977325817525
kudriavzevii,glu,weight,147.1,0.0654977325817525
kudriavzevii,glu,glu-abs,0.864303333,0.0654977325817525
kudriavzevii,glu,sul-abs,0.0,0.0654977325817525
kudriavzevii,glu,amm-rel,0.3018,0.0654977325817525
kudriavzevii,glu,glu-rel,0.260846667,0.0654977325817525
kudriavzevii,glu,amm-abs,1.0,0.0654977325817525
kudriavzevii,pro,akashi,20.3,0.0434754490212462
kudriavzevii,pro,sul-rel,0.0,0.0434754490212462
kudriavzevii,pro,weight,115.1,0.0434754490212462
kudriavzevii,pro,glu-abs,0.994126667,0.0434754490212462
kudriavzevii,pro,sul-abs,0.0,0.0434754490212462
kudriavzevii,pro,amm-rel,0.164700333,0.0434754490212462
kudriavzevii,pro,glu-rel,0.163732667,0.0434754490212462
kudriavzevii,pro,amm-abs,1.0,0.0434754490212462
kudriavzevii,gln,akashi,16.3,0.0396856398568927
kudriavzevii,gln,sul-rel,0.0,0.0396856398568927
kudriavzevii,gln,weight,146.2,0.0396856398568927
kudriavzevii,gln,glu-abs,0.921453333,0.0396856398568927
kudriavzevii,gln,sul-abs,0.0,0.0396856398568927
kudriavzevii,gln,amm-rel,0.210799333,0.0396856398568927
kudriavzevii,gln,glu-rel,0.097121333,0.0396856398568927
kudriavzevii,gln,amm-abs,2.0,0.0396856398568927
kudriavzevii,phe,akashi,52.0,0.0444022061087067
kudriavzevii,phe,sul-rel,0.0,0.0444022061087067
kudriavzevii,phe,weight,165.2,0.0444022061087067
kudriavzevii,phe,glu-abs,1.838066667,0.0444022061087067
kudriavzevii,phe,sul-abs,0.0,0.0444022061087067
kudriavzevii,phe,amm-rel,0.133903333,0.0444022061087067
kudriavzevii,phe,glu-rel,0.246117333,0.0444022061087067
kudriavzevii,phe,amm-abs,1.0,0.0444022061087067
kudriavzevii,arg,akashi,27.3,0.0456801349327277
kudriavzevii,arg,sul-rel,0.0,0.0456801349327277
kudriavzevii,arg,weight,174.2,0.0456801349327277
kudriavzevii,arg,glu-abs,1.392533333,0.0456801349327277
kudriavzevii,arg,sul-abs,0.0,0.0456801349327277
kudriavzevii,arg,amm-rel,0.6428,0.0456801349327277
kudriavzevii,arg,glu-rel,0.223780333,0.0456801349327277
kudriavzevii,arg,amm-abs,4.0,0.0456801349327277
kudriavzevii,gly,akashi,11.7,0.0519009837982425
kudriavzevii,gly,sul-rel,0.0,0.0519009837982425
kudriavzevii,gly,weight,75.1,0.0519009837982425
kudriavzevii,gly,glu-abs,0.307143667,0.0519009837982425
kudriavzevii,gly,sul-abs,0.0,0.0519009837982425
kudriavzevii,gly,amm-rel,0.2904,0.0519009837982425
kudriavzevii,gly,glu-rel,0.089194333,0.0519009837982425
kudriavzevii,gly,amm-abs,1.0,0.0519009837982425
kudriavzevii,ser,akashi,11.7,0.0887403864311897
kudriavzevii,ser,sul-rel,0.0,0.0887403864311897
kudriavzevii,ser,weight,105.1,0.0887403864311897
kudriavzevii,ser,glu-abs,0.492863333,0.0887403864311897
kudriavzevii,ser,sul-abs,0.0,0.0887403864311897
kudriavzevii,ser,amm-rel,0.185400667,0.0887403864311897
kudriavzevii,ser,glu-rel,0.091376667,0.0887403864311897
kudriavzevii,ser,amm-abs,1.0,0.0887403864311897
kudriavzevii,his,akashi,38.3,0.0218075708228672
kudriavzevii,his,sul-rel,0.0,0.0218075708228672
kudriavzevii,his,weight,155.2,0.0218075708228672
kudriavzevii,his,glu-abs,1.46183,0.0218075708228672
kudriavzevii,his,sul-abs,0.0,0.0218075708228672
kudriavzevii,his,amm-rel,0.198888667,0.0218075708228672
kudriavzevii,his,glu-rel,0.096919333,0.0218075708228672
kudriavzevii,his,amm-abs,3.0,0.0218075708228672
kudriavzevii,thr,akashi,18.7,0.0571207021882591
kudriavzevii,thr,sul-rel,0.0,0.0571207021882591
kudriavzevii,thr,weight,119.1,0.0571207021882591
kudriavzevii,thr,glu-abs,0.685786667,0.0571207021882591
kudriavzevii,thr,sul-abs,0.0,0.0571207021882591
kudriavzevii,thr,amm-rel,0.191402,0.0571207021882591
kudriavzevii,thr,glu-rel,0.13126,0.0571207021882591
kudriavzevii,thr,amm-abs,1.0,0.0571207021882591
kudriavzevii,ile,akashi,32.3,0.0641376696683335
kudriavzevii,ile,sul-rel,0.0,0.0641376696683335
kudriavzevii,ile,weight,131.2,0.0641376696683335
kudriavzevii,ile,glu-abs,1.207136667,0.0641376696683335
kudriavzevii,ile,sul-abs,0.0,0.0641376696683335
kudriavzevii,ile,amm-rel,0.192701667,0.0641376696683335
kudriavzevii,ile,glu-rel,0.232615,0.0641376696683335
kudriavzevii,ile,amm-abs,1.0,0.0641376696683335
mikatae,lys,akashi,30.3,0.0738723832511013
mikatae,lys,sul-rel,0.0,0.0738723832511013
mikatae,lys,weight,146.2,0.0738723832511013
mikatae,lys,glu-abs,1.314213333,0.0738723832511013
mikatae,lys,sul-abs,0.0,0.0738723832511013
mikatae,lys,amm-rel,0.5724,0.0738723832511013
mikatae,lys,glu-rel,0.376126667,0.0738723832511013
mikatae,lys,amm-abs,2.0,0.0738723832511013
mikatae,val,akashi,23.3,0.0573802020477699
mikatae,val,sul-rel,0.0,0.0573802020477699
mikatae,val,weight,117.2,0.0573802020477699
mikatae,val,glu-abs,0.957186667,0.0573802020477699
mikatae,val,sul-abs,0.0,0.0573802020477699
mikatae,val,amm-rel,0.264669333,0.0573802020477699
mikatae,val,glu-rel,0.253271667,0.0573802020477699
mikatae,val,amm-abs,1.0,0.0573802020477699
mikatae,leu,akashi,27.3,0.0945163945262027
mikatae,leu,sul-rel,0.0,0.0945163945262027
mikatae,leu,weight,131.2,0.0945163945262027
mikatae,leu,glu-abs,1.207193333,0.0945163945262027
mikatae,leu,sul-abs,0.0,0.0945163945262027
mikatae,leu,amm-rel,0.296398667,0.0945163945262027
mikatae,leu,glu-rel,0.357813333,0.0945163945262027
mikatae,leu,amm-abs,1.0,0.0945163945262027
mikatae,ala,akashi,11.7,0.0548130269212235
mikatae,ala,sul-rel,0.0,0.0548130269212235
mikatae,ala,weight,89.1,0.0548130269212235
mikatae,ala,glu-abs,0.5,0.0548130269212235
mikatae,ala,sul-abs,0.0,0.0548130269212235
mikatae,ala,amm-rel,0.4588,0.0548130269212235
mikatae,ala,glu-rel,0.229400333,0.0548130269212235
mikatae,ala,amm-abs,1.0,0.0548130269212235
mikatae,trp,akashi,74.3,0.0107045232602271
mikatae,trp,sul-rel,0.0,0.0107045232602271
mikatae,trp,weight,204.2,0.0107045232602271
mikatae,trp,glu-abs,2.392936667,0.0107045232602271
mikatae,trp,sul-abs,0.0,0.0107045232602271
mikatae,trp,amm-rel,0.0568,0.0107045232602271
mikatae,trp,glu-rel,0.067959333,0.0107045232602271
mikatae,trp,amm-abs,2.0,0.0107045232602271
mikatae,met,akashi,34.3,0.0208231165164883
mikatae,met,sul-rel,0.0507,0.0208231165164883
mikatae,met,weight,149.2,0.0208231165164883
mikatae,met,glu-abs,1.25002,0.0208231165164883
mikatae,met,sul-abs,1.0,0.0208231165164883
mikatae,met,amm-rel,0.050702667,0.0208231165164883
mikatae,met,glu-rel,0.063376,0.0208231165164883
mikatae,met,amm-abs,1.0,0.0208231165164883
mikatae,asn,akashi,14.7,0.0601537746429622
mikatae,asn,sul-rel,0.0,0.0601537746429622
mikatae,asn,weight,132.1,0.0601537746429622
mikatae,asn,glu-abs,0.785703333,0.0601537746429622
mikatae,asn,sul-abs,0.0,0.0601537746429622
mikatae,asn,amm-rel,0.203331333,0.0601537746429622
mikatae,asn,glu-rel,0.079906333,0.0601537746429622
mikatae,asn,amm-abs,2.0,0.0601537746429622
mikatae,tyr,akashi,50.0,0.0336572863850166
mikatae,tyr,sul-rel,0.0,0.0336572863850166
mikatae,tyr,weight,181.2,0.0336572863850166
mikatae,tyr,glu-abs,1.773826667,0.0336572863850166
mikatae,tyr,sul-abs,0.0,0.0336572863850166
mikatae,tyr,amm-rel,0.102003333,0.0336572863850166
mikatae,tyr,glu-rel,0.180930333,0.0336572863850166
mikatae,tyr,amm-abs,1.0,0.0336572863850166
mikatae,cys,akashi,24.7,0.0133075194350509
mikatae,cys,sul-rel,0.006599967,0.0133075194350509
mikatae,cys,weight,121.2,0.0133075194350509
mikatae,cys,glu-abs,0.749223333,0.0133075194350509
mikatae,cys,sul-abs,1.0,0.0133075194350509
mikatae,cys,amm-rel,0.0066015,0.0133075194350509
mikatae,cys,glu-rel,0.004944867,0.0133075194350509
mikatae,cys,amm-abs,1.0,0.0133075194350509
mikatae,asp,akashi,12.7,0.0582382014422236
mikatae,asp,sul-rel,0.0,0.0582382014422236
mikatae,asp,weight,133.1,0.0582382014422236
mikatae,asp,glu-abs,0.614283333,0.0582382014422236
mikatae,asp,sul-abs,0.0,0.0582382014422236
mikatae,asp,amm-rel,0.297499,0.0582382014422236
mikatae,asp,glu-rel,0.182749,0.0582382014422236
mikatae,asp,amm-abs,1.0,0.0582382014422236
mikatae,pro,akashi,20.3,0.043200184222534
mikatae,pro,sul-rel,0.0,0.043200184222534
mikatae,pro,weight,115.1,0.043200184222534
mikatae,pro,glu-abs,0.994126667,0.043200184222534
mikatae,pro,sul-abs,0.0,0.043200184222534
mikatae,pro,amm-rel,0.164700333,0.043200184222534
mikatae,pro,glu-rel,0.163732667,0.043200184222534
mikatae,pro,amm-abs,1.0,0.043200184222534
mikatae,glu,akashi,15.3,0.0654322619712664
mikatae,glu,sul-rel,0.0,0.0654322619712664
mikatae,glu,weight,147.1,0.0654322619712664
mikatae,glu,glu-abs,0.864303333,0.0654322619712664
mikatae,glu,sul-abs,0.0,0.0654322619712664
mikatae,glu,amm-rel,0.3018,0.0654322619712664
mikatae,glu,glu-rel,0.260846667,0.0654322619712664
mikatae,glu,amm-abs,1.0,0.0654322619712664
mikatae,phe,akashi,52.0,0.0444948592531311
mikatae,phe,sul-rel,0.0,0.0444948592531311
mikatae,phe,weight,165.2,0.0444948592531311
mikatae,phe,glu-abs,1.838066667,0.0444948592531311
mikatae,phe,sul-abs,0.0,0.0444948592531311
mikatae,phe,amm-rel,0.133903333,0.0444948592531311
mikatae,phe,glu-rel,0.246117333,0.0444948592531311
mikatae,phe,amm-abs,1.0,0.0444948592531311
mikatae,gln,akashi,16.3,0.0393826839346863
mikatae,gln,sul-rel,0.0,0.0393826839346863
mikatae,gln,weight,146.2,0.0393826839346863
mikatae,gln,glu-abs,0.921453333,0.0393826839346863
mikatae,gln,sul-abs,0.0,0.0393826839346863
mikatae,gln,amm-rel,0.210799333,0.0393826839346863
mikatae,gln,glu-rel,0.097121333,0.0393826839346863
mikatae,gln,amm-abs,2.0,0.0393826839346863
mikatae,arg,akashi,27.3,0.0447626642331097
mikatae,arg,sul-rel,0.0,0.0447626642331097
mikatae,arg,weight,174.2,0.0447626642331097
mikatae,arg,glu-abs,1.392533333,0.0447626642331097
mikatae,arg,sul-abs,0.0,0.0447626642331097
mikatae,arg,amm-rel,0.6428,0.0447626642331097
mikatae,arg,glu-rel,0.223780333,0.0447626642331097
mikatae,arg,amm-abs,4.0,0.0447626642331097
mikatae,gly,akashi,11.7,0.0521844442833445
mikatae,gly,sul-rel,0.0,0.0521844442833445
mikatae,gly,weight,75.1,0.0521844442833445
mikatae,gly,glu-abs,0.307143667,0.0521844442833445
mikatae,gly,sul-abs,0.0,0.0521844442833445
mikatae,gly,amm-rel,0.2904,0.0521844442833445
mikatae,gly,glu-rel,0.089194333,0.0521844442833445
mikatae,gly,amm-abs,1.0,0.0521844442833445
mikatae,ser,akashi,11.7,0.0879909935650045
mikatae,ser,sul-rel,0.0,0.0879909935650045
mikatae,ser,weight,105.1,0.0879909935650045
mikatae,ser,glu-abs,0.492863333,0.0879909935650045
mikatae,ser,sul-abs,0.0,0.0879909935650045
mikatae,ser,amm-rel,0.185400667,0.0879909935650045
mikatae,ser,glu-rel,0.091376667,0.0879909935650045
mikatae,ser,amm-abs,1.0,0.0879909935650045
mikatae,his,akashi,38.3,0.0219378334235967
mikatae,his,sul-rel,0.0,0.0219378334235967
mikatae,his,weight,155.2,0.0219378334235967
mikatae,his,glu-abs,1.46183,0.0219378334235967
mikatae,his,sul-abs,0.0,0.0219378334235967
mikatae,his,amm-rel,0.198888667,0.0219378334235967
mikatae,his,glu-rel,0.096919333,0.0219378334235967
mikatae,his,amm-abs,3.0,0.0219378334235967
mikatae,ile,akashi,32.3,0.0647328986477554
mikatae,ile,sul-rel,0.0,0.0647328986477554
mikatae,ile,weight,131.2,0.0647328986477554
mikatae,ile,glu-abs,1.207136667,0.0647328986477554
mikatae,ile,sul-abs,0.0,0.0647328986477554
mikatae,ile,amm-rel,0.192701667,0.0647328986477554
mikatae,ile,glu-rel,0.232615,0.0647328986477554
mikatae,ile,amm-abs,1.0,0.0647328986477554
mikatae,thr,akashi,18.7,0.0584147480373051
mikatae,thr,sul-rel,0.0,0.0584147480373051
mikatae,thr,weight,119.1,0.0584147480373051
mikatae,thr,glu-abs,0.685786667,0.0584147480373051
mikatae,thr,sul-abs,0.0,0.0584147480373051
mikatae,thr,amm-rel,0.191402,0.0584147480373051
mikatae,thr,glu-rel,0.13126,0.0584147480373051
mikatae,thr,amm-abs,1.0,0.0584147480373051
paradoxus,lys,akashi,30.3,0.071814925871818
paradoxus,lys,sul-rel,0.0,0.071814925871818
paradoxus,lys,weight,146.2,0.071814925871818
paradoxus,lys,glu-abs,1.314213333,0.071814925871818
paradoxus,lys,sul-abs,0.0,0.071814925871818
paradoxus,lys,amm-rel,0.5724,0.071814925871818
paradoxus,lys,glu-rel,0.376126667,0.071814925871818
paradoxus,lys,amm-abs,2.0,0.071814925871818
paradoxus,val,akashi,23.3,0.0564182203440393
paradoxus,val,sul-rel,0.0,0.0564182203440393
paradoxus,val,weight,117.2,0.0564182203440393
paradoxus,val,glu-abs,0.957186667,0.0564182203440393
paradoxus,val,sul-abs,0.0,0.0564182203440393
paradoxus,val,amm-rel,0.264669333,0.0564182203440393
paradoxus,val,glu-rel,0.253271667,0.0564182203440393
paradoxus,val,amm-abs,1.0,0.0564182203440393
paradoxus,trp,akashi,74.3,0.0105973383064647
paradoxus,trp,sul-rel,0.0,0.0105973383064647
paradoxus,trp,weight,204.2,0.0105973383064647
paradoxus,trp,glu-abs,2.392936667,0.0105973383064647
paradoxus,trp,sul-abs,0.0,0.0105973383064647
paradoxus,trp,amm-rel,0.0568,0.0105973383064647
paradoxus,trp,glu-rel,0.067959333,0.0105973383064647
paradoxus,trp,amm-abs,2.0,0.0105973383064647
paradoxus,leu,akashi,27.3,0.0972454011888466
paradoxus,leu,sul-rel,0.0,0.0972454011888466
paradoxus,leu,weight,131.2,0.0972454011888466
paradoxus,leu,glu-abs,1.207193333,0.0972454011888466
paradoxus,leu,sul-abs,0.0,0.0972454011888466
paradoxus,leu,amm-rel,0.296398667,0.0972454011888466
paradoxus,leu,glu-rel,0.357813333,0.0972454011888466
paradoxus,leu,amm-abs,1.0,0.0972454011888466
paradoxus,ala,akashi,11.7,0.054769790954606
paradoxus,ala,sul-rel,0.0,0.054769790954606
paradoxus,ala,weight,89.1,0.054769790954606
paradoxus,ala,glu-abs,0.5,0.054769790954606
paradoxus,ala,sul-abs,0.0,0.054769790954606
paradoxus,ala,amm-rel,0.4588,0.054769790954606
paradoxus,ala,glu-rel,0.229400333,0.054769790954606
paradoxus,ala,amm-abs,1.0,0.054769790954606
paradoxus,met,akashi,34.3,0.021422763326793
paradoxus,met,sul-rel,0.0507,0.021422763326793
paradoxus,met,weight,149.2,0.021422763326793
paradoxus,met,glu-abs,1.25002,0.021422763326793
paradoxus,met,sul-abs,1.0,0.021422763326793
paradoxus,met,amm-rel,0.050702667,0.021422763326793
paradoxus,met,glu-rel,0.063376,0.021422763326793
paradoxus,met,amm-abs,1.0,0.021422763326793
