gene,environment,solution,flux,essential
YGR171C,glc,optimal,0.0,false
YHR046C,glc,optimal,0.00159,false
YJL153C,glc,optimal,0.00159,false
YLL061W,glc,optimal,0.0,false
YBR176W,glc,optimal,0.0,false
YKR080W,glc,optimal,0.0,false
YGL067W,glc,optimal,0.0,false
YLR138W,glc,optimal,0.0,false
YEL042W,glc,optimal,0.0,false
YGR010W,glc,optimal,0.0,false
YKL120W,glc,optimal,-996.706,false
YJL088W,glc,optimal,0.04821,false
YPL266W,glc,optimal,0.0,true
YML110C,glc,optimal,0.0,false
YGR255C,glc,optimal,0.0,false
YEL021W,glc,optimal,0.03318,false
YDR538W,glc,optimal,0.0,false
YKL184W,glc,optimal,0.0,false
YLR438W,glc,optimal,0.0,false
YOR130C,glc,optimal,0.04821,false
YIL145C,glc,optimal,0.0,false
YPR167C,glc,optimal,0.01719,false
YKR093W,glc,optimal,0.0,false
YGR007W,glc,optimal,0.0,false
YGR157W,glc,optimal,0.0018,false
YCR012W,glc,optimal,-4.40048,true
YPR047W,glc,optimal,0.0,false
YPL268W,glc,optimal,0.0,false
YPR113W,glc,optimal,0.00159,true
YJR077C,glc,optimal,1000.0,false
YER053C,glc,optimal,-985.991,false
YFL045C,glc,optimal,-0.24237,true
YMR220W,glc,optimal,0.00396,true
YDR531W,glc,optimal,0.0,true
YCR028C,glc,optimal,0.0,false
YBR011C,glc,optimal,1.05018,true
YMR267W,glc,optimal,0.0,false
YGL040C,glc,optimal,0.0,true
YKR097W,glc,optimal,0.0,false
YBR166C,glc,optimal,0.0306,false
YNL316C,glc,optimal,0.04017,false
YER014W,glc,optimal,0.0,false
YDR007W,glc,optimal,0.00852,false
YAR015W,glc,optimal,0.0294,false
YGR061C,glc,optimal,0.0294,false
YIL020C,glc,optimal,0.01989,false
YLR142W,glc,optimal,0.0,false
YNL169C,glc,optimal,0.00315,false
YGR208W,glc,optimal,2.50097,false
YOL143C,glc,optimal,0.0,false
YBR256C,glc,optimal,0.0,true
YJL121C,glc,optimal,-0.08651,false
YOR095C,glc,optimal,-0.08738,true
YNR050C,glc,optimal,0.08586,false
YIR034C,glc,optimal,0.08586,false
YJR010W,glc,optimal,0.0,false
YML008C,glc,optimal,0.0,false
YJL068C,glc,optimal,0.0,false
YML082W,glc,optimal,-1000.0,false
YPR069C,glc,optimal,0.0,false
YLR146C,glc,optimal,0.0,false
YGR175C,glc,optimal,0.00066,true
YHR190W,glc,optimal,0.00066,true
YBR006W,glc,optimal,0.0,false
YJR095W,glc,optimal,0.0,false
YIL162W,glc,optimal,0.0,false
YEL046C,glc,optimal,0.11523,false
YER086W,glc,optimal,0.05781,false
YIL078W,glc,optimal,0.0,true
YKL194C,glc,optimal,0.0,false
YOR074C,glc,optimal,0.00108,true
YDR050C,glc,optimal,2.23373,true
YDR353W,glc,optimal,0.02079,true
YHR106W,glc,optimal,0.0,false
YPR026W,glc,optimal,0.0,false
YJR078W,glc,optimal,0.0,false
YGL026C,glc,optimal,0.00852,false
YOL097C,glc,optimal,0.0,true
YDR268W,glc,optimal,0.0,false
YGR185C,glc,optimal,0.0,true
YPL097W,glc,optimal,0.0,false
YDL103C,glc,optimal,0.0,true
YBR019C,glc,optimal,0.0,false
YIR032C,glc,optimal,0.0,false
YKR069W,glc,optimal,0.0,false
YOR278W,glc,optimal,0.0,true
YDR047W,glc,optimal,0.0,true
YHR128W,glc,optimal,0.0,true
YBR021W,glc,optimal,0.0,false
YHL016C,glc,optimal,0.0,false
YBL042C,glc,optimal,0.0,false
YJR133W,glc,optimal,0.0,false
YGR194C,glc,optimal,0.0,false
YLR070C,glc,optimal,0.0,false
YGR282C,glc,suboptimal,0.0,false
YBR265W,glc,suboptimal,0.0,true
YJR025C,glc,suboptimal,0.0,false
YGR019W,glc,suboptimal,0.0,false
YFL017C,glc,suboptimal,0.0,true
YBL015W,glc,suboptimal,0.25407,false
YOL140W,glc,suboptimal,0.07845,false
YAR071W,glc,suboptimal,0.0,false
YPL148C,glc,suboptimal,0.0,false
YLR153C,glc,suboptimal,0.0,true
YCR032W,glc,suboptimal,0.0,false
YNR033W,glc,suboptimal,1.13687e-13,false
YOL052C,glc,suboptimal,0.0,false
YJL005W,glc,suboptimal,0.0,true
YJR105W,glc,suboptimal,0.00561,false
YKL001C,glc,suboptimal,0.01719,false
YNL220W,glc,suboptimal,0.03477,false
YDL052C,glc,suboptimal,0.00741,false
YFL030W,glc,suboptimal,0.0,false
YER043C,glc,suboptimal,0.00561,true
YOR128C,glc,suboptimal,0.0294,false
YDR481C,glc,suboptimal,0.0,false
YDR232W,glc,suboptimal,0.0,true
YDR111C,glc,suboptimal,-0.13764,false
YLR089C,glc,suboptimal,0.0,false
YOR335C,glc,suboptimal,0.0,true
YMR083W,glc,suboptimal,0.0,false
YIR029W,glc,suboptimal,0.0,false
YIR027C,glc,suboptimal,0.0,false
YIR028W,glc,suboptimal,0.0,false
YJR152W,glc,suboptimal,0.0,false
YNR058W,glc,suboptimal,0.0,false
YPL274W,glc,suboptimal,0.0,false
YDR354W,glc,suboptimal,0.00852,false
YDR305C,glc,suboptimal,0.0,false
YPL111W,glc,suboptimal,0.0,false
YHR018C,glc,suboptimal,0.04821,false
YOL058W,glc,suboptimal,0.04821,false
YDR341C,glc,suboptimal,0.0,true
YHR091C,glc,suboptimal,0.0,false
YBR034C,glc,suboptimal,0.0,false
YDR158W,glc,suboptimal,0.0,false
YDR321W,glc,suboptimal,0.0,false
YHR019C,glc,suboptimal,0.0,true
YCR024C,glc,suboptimal,0.0,false
YER052C,glc,suboptimal,0.0,false
YLL018C,glc,suboptimal,0.0,true
YPL104W,glc,suboptimal,0.0,false
YDR530C,glc,suboptimal,0.0,false
YER055C,glc,suboptimal,0.01989,false
YOL064C,glc,suboptimal,0.01719,false
YGR286C,glc,suboptimal,0.0,false
YNL280C,glc,suboptimal,0.00066,false
YMR015C,glc,suboptimal,0.0,false
YGL012W,glc,suboptimal,0.00021,false
YLR056W,glc,suboptimal,0.0,false
YMR202W,glc,suboptimal,0.0,false
YGR088W,glc,suboptimal,1.19875,false
YDR256C,glc,suboptimal,0.0,false
YCL004W,glc,suboptimal,0.0,true
YGR202C,glc,suboptimal,0.0,false
YGL077C,glc,suboptimal,0.0,false
YLR133W,glc,suboptimal,0.0,false
YPR060C,glc,suboptimal,0.07077,false
YGL148W,glc,suboptimal,0.07929,false
YDL142C,glc,suboptimal,0.0,false
YDR044W,glc,suboptimal,0.0,true
YOR100C,glc,suboptimal,0.0,false
YBR132C,glc,suboptimal,0.0,false
YAR035W,glc,suboptimal,0.0,false
YPR062W,glc,suboptimal,0.0,false
YCR005C,glc,suboptimal,0.0,false
YGR012W,glc,suboptimal,0.01719,false
YAL012W,glc,suboptimal,999.985,false
YFR055W,glc,suboptimal,0.01521,false
YGL184C,glc,suboptimal,0.0,false
YNL247W,glc,suboptimal,0.0,true
YGR155W,glc,suboptimal,0.0,false
YNR057C,glc,suboptimal,0.0,false
YLR420W,glc,suboptimal,0.0,false
YLR172C,glc,suboptimal,0.0,false
YOL096C,glc,suboptimal,0.0,false
YDL100C,glc,suboptimal,1.13687e-13,false
YMR013C,glc,suboptimal,0.0,true
YPR183W,glc,suboptimal,0.24237,true
YNR043W,glc,suboptimal,0.00396,true
YHR063C,glc,suboptimal,0.0,false
YJR057W,glc,suboptimal,0.0,true
YBR252W,glc,suboptimal,0.0,true
YHR068W,glc,suboptimal,0.0,true
YDL174C,glc,suboptimal,0.0,false
YDR147W,glc,suboptimal,0.0,false
YIL134W,glc,suboptimal,0.0,false
YLR372W,glc,suboptimal,0.0,false
YLR377C,glc,suboptimal,0.0,false
YJL155C,glc,suboptimal,0.0,false
YOR176W,glc,suboptimal,0.0,true
YBL013W,glc,suboptimal,0.0,false
YDL045C,glc,suboptimal,0.0,true
YEL047C,glc,suboptimal,27.8341,false
YJR051W,glc,suboptimal,0.0,false
YER183C,glc,suboptimal,0.0,false
YDL022W,glc,suboptimal,0.0,false
YOL059W,glc,suboptimal,0.0,false
YIL155C,glc,suboptimal,0.0,false
YNL241C,glc,suboptimal,0.0,false
YBR020W,glc,suboptimal,0.0,false
YDR408C,glc,suboptimal,0.0294,false
YEL011W,glc,suboptimal,0.0,false
YLR058C,glc,suboptimal,-994.768,false
YBR263W,glc,suboptimal,997.508,false
YPR160W,glc,suboptimal,0.0,false
YPR035W,glc,suboptimal,0.24525,true
YOR168W,glc,suboptimal,0.0,true
YLR195C,glc,suboptimal,0.0,true
YDR300C,glc,suboptimal,0.01917,false
YJL101C,glc,suboptimal,0.0,false
YMR250W,glc,suboptimal,0.0,false
YDL215C,glc,suboptimal,0.0,false
YMR300C,glc,suboptimal,0.0294,false
YDL171C,glc,suboptimal,0.0,false
YGL245W,glc,suboptimal,0.0,true
YOL033W,glc,suboptimal,0.0,false
YLL043W,glc,suboptimal,0.0,false
YHL032C,glc,suboptimal,0.0,false
YDR272W,glc,suboptimal,0.0,false
YOR040W,glc,suboptimal,0.0,false
YMR217W,glc,suboptimal,0.01452,false
YPL091W,glc,suboptimal,0.0,false
YOL049W,glc,suboptimal,0.0,false
YLR299W,glc,suboptimal,0.0,false
YBL033C,glc,suboptimal,0.0,false
YGR267C,glc,suboptimal,1.13687e-13,true
YDR234W,glc,suboptimal,0.08586,false
YIL094C,glc,suboptimal,0.08586,false
YFR025C,glc,suboptimal,0.01989,false
YDL205C,glc,suboptimal,0.0,true
YNL277W,glc,suboptimal,0.0,false
YHR025W,glc,suboptimal,0.0,false
YIL116W,glc,suboptimal,0.01989,false
YLR174W,glc,suboptimal,0.0,false
YDL066W,glc,suboptimal,0.30564,false
YNL009W,glc,suboptimal,0.0,false
YER065C,glc,suboptimal,0.0,false
YBR248C,glc,suboptimal,0.01989,false
YOR202W,glc,suboptimal,0.01989,false
YBL076C,glc,suboptimal,0.0,true
YPL040C,glc,suboptimal,0.0,false
YDR380W,glc,suboptimal,0.0,false
YPL117C,glc,suboptimal,0.00132,true
YCL018W,glc,suboptimal,0.08892,false
YBL098W,glc,suboptimal,0.0,false
YPL160W,glc,suboptimal,0.0,true
YLR382C,glc,suboptimal,0.0,false
YML004C,glc,suboptimal,0.0,false
YHR007C,glc,suboptimal,0.00066,true
YHR072W,glc,suboptimal,0.00066,true
YDR037W,glc,suboptimal,0.0,true
YNL073W,glc,suboptimal,0.0,false
YML054C,glc,suboptimal,0.0,false
YDL055C,glc,suboptimal,0.24237,true
YER003C,glc,suboptimal,-0.24237,true
YPR006C,glc,suboptimal,0.0,false
YOL126C,glc,suboptimal,-0.45858,false
YKL085W,glc,suboptimal,0.57096,false
YDL078C,glc,suboptimal,0.0,false
YJR130C,glc,suboptimal,0.0,false
YGR264C,glc,suboptimal,0.0,true
YGR171C,glc,suboptimal,0.0,false
YHR046C,glc,suboptimal,0.00159,false
YJL153C,glc,suboptimal,0.00159,false
YLL061W,glc,suboptimal,0.0,false
YBR176W,glc,suboptimal,0.0,false
YKR080W,glc,suboptimal,0.914383,false
YGL067W,glc,suboptimal,0.0,false
YLR138W,glc,suboptimal,0.0,false
YEL042W,glc,suboptimal,0.0,false
YGR010W,glc,suboptimal,0.0,false
YKL120W,glc,suboptimal,-1000.0,false
YJL088W,glc,suboptimal,0.04821,false
YPL266W,glc,suboptimal,0.0,true
YML110C,glc,suboptimal,0.0,false
YGR255C,glc,suboptimal,0.0,false
YEL021W,glc,suboptimal,0.03318,false
YDR538W,glc,suboptimal,0.0,false
YKL184W,glc,suboptimal,0.0,false
YLR438W,glc,suboptimal,0.03024,false
YOR130C,glc,suboptimal,0.07845,false
YIL145C,glc,suboptimal,0.0,false
YPR167C,glc,suboptimal,0.01719,false
YKR093W,glc,suboptimal,0.0,false
YGR007W,glc,suboptimal,0.0,false
YGR157W,glc,suboptimal,0.0018,false
YCR012W,glc,suboptimal,-4.70873,true
YPR047W,glc,suboptimal,0.0,false
YPL268W,glc,suboptimal,0.0,false
YPR113W,glc,suboptimal,0.00159,true
YJR077C,glc,suboptimal,1000.0,false
YER053C,glc,suboptimal,-983.359,false
YFL045C,glc,suboptimal,-0.24237,true
YMR220W,glc,suboptimal,0.00396,true
YDR531W,glc,suboptimal,0.0,true
YCR028C,glc,suboptimal,0.0,false
YBR011C,glc,suboptimal,1.05018,true
YMR267W,glc,suboptimal,0.0,false
YGL040C,glc,suboptimal,0.0,true
YKR097W,glc,suboptimal,0.0,false
YBR166C,glc,suboptimal,0.0306,false
YNL316C,glc,suboptimal,0.04017,false
YER014W,glc,suboptimal,0.0,false
YDR007W,glc,suboptimal,0.00852,false
YAR015W,glc,suboptimal,0.0294,false
YGR061C,glc,suboptimal,0.0294,false
YIL020C,glc,suboptimal,0.01989,false
YLR142W,glc,suboptimal,0.0,false
YNL169C,glc,suboptimal,0.00315,false
YGR208W,glc,suboptimal,2.82443,false
YOL143C,glc,suboptimal,0.0,false
YBR256C,glc,suboptimal,0.0,true
YJL121C,glc,suboptimal,-0.08651,false
YOR095C,glc,suboptimal,-0.08738,true
YNR050C,glc,suboptimal,0.08586,false
YIR034C,glc,suboptimal,0.08586,false
YJR010W,glc,suboptimal,0.0,false
YML008C,glc,suboptimal,0.0,false
YJL068C,glc,suboptimal,0.0,false
YML082W,glc,suboptimal,-1000.0,false
YPR069C,glc,suboptimal,0.0,false
YLR146C,glc,suboptimal,0.0,false
YGR175C,glc,suboptimal,0.00066,true
YHR190W,glc,suboptimal,0.00066,true
YBR006W,glc,suboptimal,0.0,false
YJR095W,glc,suboptimal,0.0,false
YIL162W,glc,suboptimal,0.0,false
YEL046C,glc,suboptimal,0.13044,false
YER086W,glc,suboptimal,0.05781,false
YIL078W,glc,suboptimal,0.0,true
YKL194C,glc,suboptimal,0.0,false
YOR074C,glc,suboptimal,0.00108,true
YDR050C,glc,suboptimal,2.38785,true
YDR353W,glc,suboptimal,0.02079,true
YHR106W,glc,suboptimal,0.0,false
YPR026W,glc,suboptimal,0.0,false
YJR078W,glc,suboptimal,0.0,false
YGL026C,glc,suboptimal,0.00852,false
YOL097C,glc,suboptimal,0.0,true
YDR268W,glc,suboptimal,0.0,false
YGR185C,glc,suboptimal,0.0,true
YPL097W,glc,suboptimal,0.0,false
YDL103C,glc,suboptimal,0.0,true
YBR019C,glc,suboptimal,0.0,false
YIR032C,glc,suboptimal,0.0,false
YKR069W,glc,suboptimal,0.0,false
YOR278W,glc,suboptimal,0.0,true
YDR047W,glc,suboptimal,0.0,true
YHR128W,glc,suboptimal,0.0,true
YBR021W,glc,suboptimal,0.0,false
YHL016C,glc,suboptimal,0.0,false
YBL042C,glc,suboptimal,0.0,false
YJR133W,glc,suboptimal,0.0,false
YGR194C,glc,suboptimal,0.0,false
YLR070C,glc,suboptimal,0.0,false
YGR282C,sul,optimal,0.0,false
YBR265W,sul,optimal,0.0,true
YJR025C,sul,optimal,0.0,false
YGR019W,sul,optimal,0.0,false
YFL017C,sul,optimal,0.0,true
YBL015W,sul,optimal,0.16515,false
YOL140W,sul,optimal,0.04821,false
YAR071W,sul,optimal,0.0,false
YPL148C,sul,optimal,0.0,false
YLR153C,sul,optimal,0.0,true
YCR032W,sul,optimal,0.0,false
YNR033W,sul,optimal,0.0,false
YOL052C,sul,optimal,0.0,false
YJL005W,sul,optimal,0.0,true
YJR105W,sul,optimal,0.0,false
YKL001C,sul,optimal,0.01719,false
YNL220W,sul,optimal,0.04038,false
YDL052C,sul,optimal,0.00741,false
YFL030W,sul,optimal,0.0,false
YER043C,sul,optimal,0.00561,true
YOR128C,sul,optimal,0.0294,false
YDR481C,sul,optimal,0.0,false
YDR232W,sul,optimal,0.0,true
YDR111C,sul,optimal,-0.13764,false
YLR089C,sul,optimal,0.0,false
YOR335C,sul,optimal,0.0,true
YMR083W,sul,optimal,0.14133,false
YIR029W,sul,optimal,0.0,false
YIR027C,sul,optimal,0.0,false
YIR028W,sul,optimal,0.0,false
YJR152W,sul,optimal,0.0,false
YNR058W,sul,optimal,0.0,false
YPL274W,sul,optimal,0.0,false
YDR354W,sul,optimal,0.00852,false
YDR305C,sul,optimal,0.0,false
YPL111W,sul,optimal,0.0,false
YHR018C,sul,optimal,0.04821,false
YOL058W,sul,optimal,0.04821,false
YDR341C,sul,optimal,0.0,true
YHR091C,sul,optimal,0.0,false
YBR034C,sul,optimal,0.0,false
YDR158W,sul,optimal,0.01521,false
YDR321W,sul,optimal,0.0,false
YHR019C,sul,optimal,0.0,true
YCR024C,sul,optimal,0.0,false
YER052C,sul,optimal,0.01521,false
YLL018C,sul,optimal,0.0,true
YPL104W,sul,optimal,0.0,false
YDR530C,sul,optimal,0.0,false
YER055C,sul,optimal,0.01989,false
YOL064C,sul,optimal,0.01719,false
YGR286C,sul,optimal,0.0,false
YNL280C,sul,optimal,0.00066,false
YMR015C,sul,optimal,0.0,false
YGL012W,sul,optimal,0.00021,false
YLR056W,sul,optimal,0.0,false
YMR202W,sul,optimal,0.0,false
YGR088W,sul,optimal,500.0,false
YDR256C,sul,optimal,0.0,false
YCL004W,sul,optimal,0.0,true
YGR202C,sul,optimal,0.0,false
YGL077C,sul,optimal,0.0,false
YLR133W,sul,optimal,0.0,false
YPR060C,sul,optimal,0.07077,false
YGL148W,sul,optimal,0.07929,false
YDL142C,sul,optimal,0.0,false
YDR044W,sul,optimal,0.0,true
YOR100C,sul,optimal,0.0,false
YBR132C,sul,optimal,0.0,false
YAR035W,sul,optimal,0.0,false
YPR062W,sul,optimal,0.0,false
YCR005C,sul,optimal,0.0,false
YGR012W,sul,optimal,0.00198,false
YAL012W,sul,optimal,1000.0,false
YFR055W,sul,optimal,0.0,false
YGL184C,sul,optimal,0.0,false
YNL247W,sul,optimal,0.0,true
YGR155W,sul,optimal,0.0,false
YNR057C,sul,optimal,0.0,false
YLR420W,sul,optimal,0.0,false
YLR172C,sul,optimal,0.0,false
YOL096C,sul,optimal,0.0,false
YDL100C,sul,optimal,0.0,false
YMR013C,sul,optimal,0.0,true
YPR183W,sul,optimal,0.24237,true
YNR043W,sul,optimal,0.00396,true
YHR063C,sul,optimal,0.0,false
YJR057W,sul,optimal,0.0,true
YBR252W,sul,optimal,0.0,true
YHR068W,sul,optimal,0.0,true
YDL174C,sul,optimal,0.0,false
YDR147W,sul,optimal,0.0,false
YIL134W,sul,optimal,5.55112e-17,false
YLR372W,sul,optimal,0.0,false
YLR377C,sul,optimal,47.6383,false
YJL155C,sul,optimal,0.0,false
YOR176W,sul,optimal,0.0,true
YBL013W,sul,optimal,0.0,false
YDL045C,sul,optimal,5.55112e-17,true
YEL047C,sul,optimal,0.0,false
YJR051W,sul,optimal,0.0,false
YER183C,sul,optimal,0.0,false
YDL022W,sul,optimal,0.31425,false
YOL059W,sul,optimal,0.0,false
YIL155C,sul,optimal,0.31425,false
YNL241C,sul,optimal,499.353,false
YBR020W,sul,optimal,0.0,false
YDR408C,sul,optimal,0.0294,false
YEL011W,sul,optimal,0.0,false
YLR058C,sul,optimal,-999.768,false
YBR263W,sul,optimal,1000.0,false
YPR160W,sul,optimal,0.0,false
YPR035W,sul,optimal,0.24525,true
YOR168W,sul,optimal,0.0,true
YLR195C,sul,optimal,0.0,true
YDR300C,sul,optimal,0.04941,false
YJL101C,sul,optimal,0.0,false
YMR250W,sul,optimal,0.0,false
YDL215C,sul,optimal,997.047,false
YMR300C,sul,optimal,0.0294,false
YDL171C,sul,optimal,0.0,false
YGL245W,sul,optimal,0.0,true
YOL033W,sul,optimal,0.0,false
YLL043W,sul,optimal,0.0,false
YHL032C,sul,optimal,0.0,false
YDR272W,sul,optimal,0.0,false
YOR040W,sul,optimal,0.0,false
YMR217W,sul,optimal,0.01452,false
YPL091W,sul,optimal,0.0,false
YOL049W,sul,optimal,0.0,false
YLR299W,sul,optimal,0.0,false
YBL033C,sul,optimal,0.0,false
YGR267C,sul,optimal,0.0,true
YDR234W,sul,optimal,0.08586,false
YIL094C,sul,optimal,0.08586,false
YFR025C,sul,optimal,0.01989,false
YDL205C,sul,optimal,0.0,true
YNL277W,sul,optimal,0.01521,false
YHR025W,sul,optimal,0.0,false
YIL116W,sul,optimal,0.01989,false
YLR174W,sul,optimal,0.17157,false
YDL066W,sul,optimal,0.13407,false
YNL009W,sul,optimal,0.0,false
YER065C,sul,optimal,0.0,false
YBR248C,sul,optimal,0.01989,false
YOR202W,sul,optimal,0.01989,false
YBL076C,sul,optimal,0.0,true
YPL040C,sul,optimal,0.0,false
YDR380W,sul,optimal,0.0,false
YPL117C,sul,optimal,0.00132,true
YCL018W,sul,optimal,0.08892,false
YBL098W,sul,optimal,0.0,false
YPL160W,sul,optimal,0.0,true
YLR382C,sul,optimal,0.0,false
YML004C,sul,optimal,0.0,false
YHR007C,sul,optimal,0.00066,true
YHR072W,sul,optimal,0.00066,true
YDR037W,sul,optimal,0.0,true
YNL073W,sul,optimal,0.0,false
YML054C,sul,optimal,0.0,false
YDL055C,sul,optimal,0.24237,true
YER003C,sul,optimal,-0.24237,true
YPR006C,sul,optimal,0.0,false
YOL126C,sul,optimal,0.8256,false
YKL085W,sul,optimal,-0.70761,false
YDL078C,sul,optimal,0.0,false
YJR130C,sul,optimal,0.0,false
YGR264C,sul,optimal,0.0,true
YGR171C,sul,optimal,0.0,false
YHR046C,sul,optimal,0.00159,false
YJL153C,sul,optimal,0.00159,false
YLL061W,sul,optimal,0.0,false
YBR176W,sul,optimal,0.0,false
YKR080W,sul,optimal,0.0,false
YGL067W,sul,optimal,0.0,false
YLR138W,sul,optimal,0.0,false
YEL042W,sul,optimal,0.0,false
YGR010W,sul,optimal,0.0,false
YKL120W,sul,optimal,-998.701,false
YJL088W,sul,optimal,0.04821,false
YPL266W,sul,optimal,0.0,true
YML110C,sul,optimal,0.0,false
YGR255C,sul,optimal,0.0,false
YEL021W,sul,optimal,0.03318,false
YDR538W,sul,optimal,0.0,false
YKL184W,sul,optimal,0.0,false
YLR438W,sul,optimal,0.0,false
YOR130C,sul,optimal,0.04821,false
YIL145C,sul,optimal,0.0,false
YPR167C,sul,optimal,0.01719,false
YKR093W,sul,optimal,0.0,false
YGR007W,sul,optimal,0.0,false
YGR157W,sul,optimal,0.0018,false
YCR012W,sul,optimal,-71.0924,true
YPR047W,sul,optimal,0.0,false
YPL268W,sul,optimal,0.0,false
YPR113W,sul,optimal,0.00159,true
YJR077C,sul,optimal,999.121,false
YER053C,sul,optimal,-1000.0,false
YFL045C,sul,optimal,-0.24237,true
YMR220W,sul,optimal,0.00396,true
YDR531W,sul,optimal,0.0,true
YCR028C,sul,optimal,0.0,false
YBR011C,sul,optimal,1.05018,true
YMR267W,sul,optimal,0.0,false
YGL040C,sul,optimal,0.0,true
YKR097W,sul,optimal,0.0,false
YBR166C,sul,optimal,0.0306,false
YNL316C,sul,optimal,0.04017,false
YER014W,sul,optimal,0.0,false
YDR007W,sul,optimal,0.00852,false
YAR015W,sul,optimal,0.0294,false
YGR061C,sul,optimal,0.0294,false
YIL020C,sul,optimal,0.01989,false
YLR142W,sul,optimal,0.0,false
YNL169C,sul,optimal,0.00315,false
YGR208W,sul,optimal,0.30153,false
YOL143C,sul,optimal,0.0,false
YBR256C,sul,optimal,0.0,true
YJL121C,sul,optimal,332.815,false
YOR095C,sul,optimal,-166.538,true
YNR050C,sul,optimal,0.08586,false
YIR034C,sul,optimal,0.08586,false
YJR010W,sul,optimal,0.0,false
YML008C,sul,optimal,0.0,false
YJL068C,sul,optimal,0.0,false
YML082W,sul,optimal,-1000.0,false
YPR069C,sul,optimal,0.0,false
YLR146C,sul,optimal,0.0,false
YGR175C,sul,optimal,0.00066,true
YHR190W,sul,optimal,0.00066,true
YBR006W,sul,optimal,0.0,false
YJR095W,sul,optimal,0.0,false
YIL162W,sul,optimal,0.0,false
YEL046C,sul,optimal,0.11523,false
YER086W,sul,optimal,0.05781,false
YIL078W,sul,optimal,0.0,true
YKL194C,sul,optimal,0.0,false
YOR074C,sul,optimal,0.00108,true
YDR050C,sul,optimal,-47.6457,true
YDR353W,sul,optimal,0.02079,true
YHR106W,sul,optimal,0.0,false
YPR026W,sul,optimal,0.0,false
YJR078W,sul,optimal,0.0,false
YGL026C,sul,optimal,0.00852,false
YOL097C,sul,optimal,0.0,true
YDR268W,sul,optimal,0.0,false
YGR185C,sul,optimal,0.0,true
YPL097W,sul,optimal,0.0,false
YDL103C,sul,optimal,0.0,true
YBR019C,sul,optimal,0.0,false
YIR032C,sul,optimal,0.0,false
YKR069W,sul,optimal,0.0,false
YOR278W,sul,optimal,0.0,true
YDR047W,sul,optimal,0.0,true
YHR128W,sul,optimal,0.0,true
YBR021W,sul,optimal,0.0,false
YHL016C,sul,optimal,0.0,false
YBL042C,sul,optimal,0.0,false
YJR133W,sul,optimal,0.0,false
YGR194C,sul,optimal,0.0,false
YLR070C,sul,optimal,0.0,false
YGR282C,sul,suboptimal,0.0,false
YBR265W,sul,suboptimal,-1.73472e-18,true
YJR025C,sul,suboptimal,0.0,false
YGR019W,sul,suboptimal,0.0,false
YFL017C,sul,suboptimal,0.0,true
YBL015W,sul,suboptimal,0.295384,false
YOL140W,sul,suboptimal,0.09762,false
YAR071W,sul,suboptimal,0.0,false
YPL148C,sul,suboptimal,0.0,false
YLR153C,sul,suboptimal,0.0,true
YCR032W,sul,suboptimal,0.0,false
YNR033W,sul,suboptimal,0.0,false
YOL052C,sul,suboptimal,0.0,false
YJL005W,sul,suboptimal,0.0,true
YJR105W,sul,suboptimal,0.00561,false
YKL001C,sul,suboptimal,0.0183495,false
YNL220W,sul,suboptimal,0.03477,false
YDL052C,sul,suboptimal,0.00741,false
YFL030W,sul,suboptimal,0.0,false
YER043C,sul,suboptimal,0.00561,true
YOR128C,sul,suboptimal,0.0294,false
YDR481C,sul,suboptimal,0.0,false
YDR232W,sul,suboptimal,0.0,true
YDR111C,sul,suboptimal,-0.13764,false
YLR089C,sul,suboptimal,0.0,false
YOR335C,sul,suboptimal,0.0,true
YMR083W,sul,suboptimal,0.277035,false
YIR029W,sul,suboptimal,0.0,false
YIR027C,sul,suboptimal,0.0,false
YIR028W,sul,suboptimal,0.0,false
YJR152W,sul,suboptimal,0.0,false
YNR058W,sul,suboptimal,0.0,false
YPL274W,sul,suboptimal,0.0,false
YDR354W,sul,suboptimal,0.00852,false
YDR305C,sul,suboptimal,0.0,false
YPL111W,sul,suboptimal,0.0,false
YHR018C,sul,suboptimal,0.04821,false
YOL058W,sul,suboptimal,0.04821,false
YDR341C,sul,suboptimal,0.0,true
YHR091C,sul,suboptimal,0.0,false
YBR034C,sul,suboptimal,0.0,false
YDR158W,sul,suboptimal,0.01521,false
YDR321W,sul,suboptimal,0.0,false
YHR019C,sul,suboptimal,0.0,true
YCR024C,sul,suboptimal,0.0,false
YER052C,sul,suboptimal,0.01521,false
YLL018C,sul,suboptimal,0.0,true
YPL104W,sul,suboptimal,0.0,false
YDR530C,sul,suboptimal,0.0,false
YER055C,sul,suboptimal,0.01989,false
YOL064C,sul,suboptimal,0.0183495,false
YGR286C,sul,suboptimal,0.0,false
YNL280C,sul,suboptimal,0.00066,false
YMR015C,sul,suboptimal,0.0,false
YGL012W,sul,suboptimal,0.00021,false
YLR056W,sul,suboptimal,0.0,false
YMR202W,sul,suboptimal,0.0,false
YGR088W,sul,suboptimal,251.34,false
YDR256C,sul,suboptimal,0.0,false
YCL004W,sul,suboptimal,0.0,true
YGR202C,sul,suboptimal,0.0,false
YGL077C,sul,suboptimal,0.0,false
YLR133W,sul,suboptimal,0.0,false
YPR060C,sul,suboptimal,0.07077,false
YGL148W,sul,suboptimal,0.07929,false
YDL142C,sul,suboptimal,0.0,false
YDR044W,sul,suboptimal,0.0,true
YOR100C,sul,suboptimal,0.0,false
YBR132C,sul,suboptimal,2.27682e-17,false
YAR035W,sul,suboptimal,0.040155,false
